run,step,difficulty,cells,score,model_calls,tool_calls,tool_calls_median,tool_calls_p90,repeats,repeat_fraction,repeat_rollout_fraction,short_tool_fraction,budget_fraction,python_fraction,answer_path_fraction,tool_error_text_fraction,submission_fraction,submission_observations,trainable_tokens,wall_s,retry_cells,training_rows,packed_tokens
Harbor OpenCode-only,300,hard,396,0.12121212121212122,16.43686868686869,18.785353535353536,18.0,22.0,1.1868686868686869,0.06538184289339485,0.5025252525252525,0.007575757575757576,0.9116161616161617,0.9696969696969697,0.2398989898989899,0.7449494949494949,0.2734375,128,3653.313131313131,313.2989141414141,1,5.075757575757576,207065.547979798
Harbor OpenCode-only,300,medium,472,0.3220338983050847,16.203389830508474,17.76271186440678,17.0,20.0,1.625,0.09379305345879678,0.5550847457627118,0.0,0.8622881355932204,0.9703389830508474,0.4597457627118644,0.7182203389830508,0.4888888888888889,180,3486.5360169491523,300.88974576271187,2,5.25635593220339,183729.25423728814
Harbor OpenCode-only,400,easy,132,0.7045454545454546,15.340909090909092,16.916666666666668,17.0,20.0,3.6363636363636362,0.20632059927544402,0.803030303030303,0.0,0.7272727272727273,0.9696969696969697,0.8560606060606061,0.38636363636363635,0.8611111111111112,36,1676.3863636363637,180.5655303030303,0,5.128787878787879,149934.71212121213
Harbor OpenCode-only,400,hard,396,0.12878787878787878,16.414141414141415,19.532828282828284,18.0,25.0,1.505050505050505,0.07031318895954543,0.5025252525252525,0.005050505050505051,0.9166666666666666,0.9823232323232324,0.2727272727272727,0.7348484848484849,0.3125,128,3457.2550505050503,313.50217171717173,5,5.207070707070707,201173.5883838384
Harbor OpenCode-only,400,medium,472,0.3898305084745763,16.180084745762713,17.372881355932204,18.0,20.0,2.01271186440678,0.11542638188868691,0.6186440677966102,0.0,0.8538135593220338,0.9851694915254238,0.5741525423728814,0.6927966101694916,0.6111111111111112,180,2831.968220338983,271.41398305084743,0,5.298728813559322,180928.74788135593
Harbor OpenCode-only,500,easy,132,0.7121212121212122,14.734848484848484,15.083333333333334,17.0,18.0,2.992424242424242,0.18970042854436325,0.7727272727272727,0.0,0.6439393939393939,1.0,0.8560606060606061,0.3333333333333333,0.7777777777777778,36,1893.530303030303,183.36272727272728,1,4.795454545454546,142063.48484848486
Harbor OpenCode-only,500,hard,396,0.14393939393939395,16.38131313131313,17.42929292929293,17.0,20.0,0.9494949494949495,0.055124705453869986,0.4015151515151515,0.005050505050505051,0.8964646464646465,0.9848484848484849,0.2803030303030303,0.7575757575757576,0.328125,128,3985.656565656566,333.39484848484847,2,5.202020202020202,205821.90151515152
Harbor OpenCode-only,500,medium,472,0.3792372881355932,15.921610169491526,16.569915254237287,17.0,19.0,1.6864406779661016,0.1010791847098716,0.5508474576271186,0.0,0.809322033898305,0.9936440677966102,0.5720338983050848,0.722457627118644,0.6,180,3351.6271186440677,287.58572033898304,2,5.156779661016949,172525.14194915254
Harbor OpenCode-only,600,easy,132,0.6666666666666666,14.901515151515152,15.696969696969697,17.0,19.900000000000006,3.659090909090909,0.21904873611844314,0.803030303030303,0.0,0.6060606060606061,0.9848484848484849,0.8409090909090909,0.3409090909090909,0.8055555555555556,36,1570.2348484848485,179.39204545454547,0,4.9393939393939394,147863.96212121213
Harbor OpenCode-only,600,hard,396,0.13636363636363635,16.17676767676768,17.94191919191919,17.0,21.0,1.22979797979798,0.06901818387853778,0.4595959595959596,0.0,0.8686868686868687,0.9696969696969697,0.35353535353535354,0.6944444444444444,0.375,128,3186.2954545454545,319.99123737373736,0,5.361111111111111,212746.1792929293
Harbor OpenCode-only,600,medium,472,0.3983050847457627,15.766949152542374,16.54449152542373,17.0,19.0,2.315677966101695,0.13637707702339463,0.6292372881355932,0.0,0.7648305084745762,0.972457627118644,0.6292372881355932,0.6546610169491526,0.6444444444444445,180,2482.741525423729,266.1048516949153,1,5.173728813559322,168450.36016949153
Harbor OpenCode-only,700,easy,132,0.7121212121212122,12.757575757575758,14.977272727272727,13.0,21.0,2.606060606060606,0.17263439056620186,0.7272727272727273,0.0,0.3409090909090909,0.9772727272727273,0.8787878787878788,0.32575757575757575,0.9166666666666666,36,1731.909090909091,172.15318181818182,0,4.583333333333333,123597.16666666667
Harbor OpenCode-only,700,hard,396,0.2297979797979798,15.242424242424242,18.343434343434343,17.0,25.0,1.8333333333333333,0.09107917556386938,0.5858585858585859,0.0025252525252525255,0.6944444444444444,0.9772727272727273,0.4595959595959596,0.7424242424242424,0.5234375,128,3642.497474747475,332.80845959595956,1,6.05050505050505,232909.63636363635
Harbor OpenCode-only,700,medium,472,0.4449152542372881,14.260593220338983,15.633474576271187,17.0,20.0,2.1652542372881354,0.1307367474754911,0.635593220338983,0.0,0.5169491525423728,0.9936440677966102,0.7288135593220338,0.652542372881356,0.7611111111111111,180,2623.4004237288136,258.2209957627119,3,5.538135593220339,165609.76059322033
Harbor OpenCode-only,800,easy,132,0.6590909090909091,11.303030303030303,10.659090909090908,10.0,17.0,1.4545454545454546,0.1265268468019664,0.6590909090909091,0.022727272727272728,0.19696969696969696,0.8257575757575758,0.8181818181818182,0.26515151515151514,0.8055555555555556,36,2056.9772727272725,177.76227272727272,5,4.234848484848484,105009.15151515152
Harbor OpenCode-only,800,hard,396,0.17424242424242425,15.166666666666666,15.522727272727273,17.0,18.5,1.0176767676767677,0.07053617680409899,0.5404040404040404,0.005050505050505051,0.6843434343434344,0.946969696969697,0.4015151515151515,0.7424242424242424,0.453125,128,4003.3358585858587,325.8557323232323,13,6.898989898989899,246732.48484848486
Harbor OpenCode-only,800,medium,472,0.3707627118644068,13.542372881355933,13.59322033898305,15.0,18.0,1.0169491525423728,0.07452813333401831,0.527542372881356,0.012711864406779662,0.4576271186440678,0.934322033898305,0.652542372881356,0.5783898305084746,0.6944444444444444,180,2984.476694915254,253.6126906779661,2,6.095338983050848,174970.31779661018
Harbor OpenCode-only,900,easy,132,0.6363636363636364,13.265151515151516,14.045454545454545,14.0,19.900000000000006,2.5606060606060606,0.18899229005741108,0.7954545454545454,0.0,0.38636363636363635,0.8863636363636364,0.7954545454545454,0.38636363636363635,0.8055555555555556,36,2139.780303030303,212.3985606060606,1,5.0227272727272725,134276.99242424243
Harbor OpenCode-only,900,hard,396,0.15151515151515152,15.502525252525253,17.80808080808081,17.0,23.0,1.5833333333333333,0.09042994213003926,0.6237373737373737,0.0,0.7474747474747475,0.946969696969697,0.3939393939393939,0.7171717171717171,0.3125,128,3725.429292929293,331.87939393939394,1,6.709595959595959,248034.23484848486
Harbor OpenCode-only,900,medium,472,0.3220338983050847,14.273305084745763,15.694915254237289,17.0,21.0,1.951271186440678,0.12628037266993286,0.6949152542372882,0.00211864406779661,0.5614406779661016,0.9216101694915254,0.6101694915254238,0.6652542372881356,0.5,180,2919.612288135593,283.6933686440678,1,5.930084745762712,189920.5529661017
Harbor OpenCode-only,1000,easy,132,0.5909090909090909,13.795454545454545,18.939393939393938,17.0,28.900000000000006,3.5681818181818183,0.16730068526042882,0.8106060606060606,0.0,0.5151515151515151,0.8863636363636364,0.7954545454545454,0.5303030303030303,0.8055555555555556,36,2469.8257575757575,220.0061363636364,0,4.75,134870.32575757575
Harbor OpenCode-only,1000,hard,396,0.10858585858585859,15.914141414141413,21.994949494949495,21.0,31.0,2.6944444444444446,0.10768922316242634,0.73989898989899,0.0,0.803030303030303,0.9419191919191919,0.42676767676767674,0.7702020202020202,0.2265625,128,3927.467171717172,330.1743434343434,1,5.628787878787879,210299.43181818182
Harbor OpenCode-only,1000,medium,472,0.3029661016949153,15.14406779661017,20.66949152542373,20.0,29.0,3.1504237288135593,0.13107595833889285,0.7754237288135594,0.0,0.6694915254237288,0.9639830508474576,0.6101694915254238,0.7139830508474576,0.45555555555555555,180,3224.561440677966,283.37841101694914,1,5.351694915254237,172530.56355932204
Harbor multi-harness,0,easy,132,0.4015151515151515,11.43939393939394,10.037878787878787,9.0,17.0,0.5378787878787878,0.04280062258003434,0.2803030303030303,0.10606060606060606,0.29545454545454547,0.7272727272727273,0.6287878787878788,0.3939393939393939,0.7777777777777778,36,1347.689393939394,197.37515151515152,0,3.462121212121212,106132.51515151515
Harbor multi-harness,0,hard,396,0.06313131313131314,14.926767676767676,13.972222222222221,16.0,18.0,0.5277777777777778,0.03536039196441673,0.3106060606060606,0.05303030303030303,0.6818181818181818,0.7727272727272727,0.31565656565656564,0.6565656565656566,0.3515625,128,3117.5353535353534,300.3289898989899,5,4.292929292929293,158614.65404040404
Harbor multi-harness,0,medium,472,0.1440677966101695,14.254237288135593,13.572033898305085,16.0,18.0,0.5127118644067796,0.034147748041146085,0.2648305084745763,0.06567796610169492,0.6207627118644068,0.798728813559322,0.3644067796610169,0.6483050847457628,0.3611111111111111,180,2774.4639830508477,273.17495762711866,6,4.163135593220339,141250.06991525425
Harbor multi-harness,100,easy,132,0.5303030303030303,15.803030303030303,15.393939393939394,16.0,17.0,4.803030303030303,0.3027108631495693,0.8106060606060606,0.007575757575757576,0.7803030303030303,0.8560606060606061,0.803030303030303,0.4393939393939394,0.7777777777777778,36,1823.6363636363637,200.79045454545454,5,4.871212121212121,157866.45454545456
Harbor multi-harness,100,hard,396,0.08585858585858586,16.515151515151516,16.11111111111111,17.0,17.0,1.7575757575757576,0.1072761546011851,0.5151515151515151,0.007575757575757576,0.9065656565656566,0.8282828282828283,0.2474747474747475,0.6818181818181818,0.2734375,128,3185.2954545454545,301.60459595959594,15,5.005050505050505,198126.00252525252
Harbor multi-harness,100,medium,472,0.3050847457627119,16.345338983050848,15.944915254237289,16.5,17.0,3.0487288135593222,0.18845578778813613,0.6207627118644068,0.0,0.8707627118644068,0.9046610169491526,0.5063559322033898,0.6610169491525424,0.5444444444444444,180,2867.959745762712,279.280593220339,24,5.059322033898305,181082.50635593222
Harbor multi-harness,200,easy,132,0.5833333333333334,16.022727272727273,15.651515151515152,17.0,17.0,5.409090909090909,0.3318122101210337,0.8333333333333334,0.007575757575757576,0.8333333333333334,0.8939393939393939,0.8106060606060606,0.4318181818181818,0.8333333333333334,36,1668.3181818181818,189.73189393939396,5,5.136363636363637,163443.44696969696
Harbor multi-harness,200,hard,396,0.1111111111111111,16.70959595959596,16.232323232323232,17.0,17.0,2.073232323232323,0.12704229163123362,0.5984848484848485,0.0025252525252525255,0.9318181818181818,0.8661616161616161,0.27525252525252525,0.6666666666666666,0.34375,128,3032.2676767676767,285.23492424242426,38,4.9646464646464645,197455.54545454544
Harbor multi-harness,200,medium,472,0.3008474576271186,16.665254237288135,16.194915254237287,17.0,17.0,3.2245762711864407,0.19659043545689528,0.6122881355932204,0.00211864406779661,0.9216101694915254,0.934322033898305,0.4978813559322034,0.6991525423728814,0.5277777777777778,180,2803.1228813559323,274.7260805084746,33,5.0826271186440675,168070.72033898305
Harbor multi-harness,300,easy,132,0.6439393939393939,15.659090909090908,15.272727272727273,17.0,17.0,6.045454545454546,0.3819660496465309,0.8560606060606061,0.0,0.7878787878787878,0.7803030303030303,0.8560606060606061,0.3333333333333333,0.8333333333333334,36,1396.8333333333333,175.7655303030303,3,4.96969696969697,155371.10606060605
Harbor multi-harness,300,hard,396,0.11616161616161616,16.535353535353536,16.106060606060606,17.0,17.0,2.6313131313131315,0.16167301953726573,0.6666666666666666,0.007575757575757576,0.9141414141414141,0.8106060606060606,0.3282828282828283,0.6616161616161617,0.3671875,128,2608.436868686869,279.7158585858586,13,4.843434343434343,188384.80555555556
Harbor multi-harness,300,medium,472,0.3283898305084746,16.48728813559322,16.08686440677966,17.0,17.0,3.8262711864406778,0.235899959494308,0.711864406779661,0.0,0.8877118644067796,0.8919491525423728,0.5360169491525424,0.6419491525423728,0.5666666666666667,180,2191.4300847457625,243.57158898305084,13,5.091101694915254,168238.16313559323
Harbor multi-harness,400,easy,132,0.7348484848484849,16.386363636363637,15.992424242424242,17.0,17.0,7.424242424242424,0.45267999417397814,0.9090909090909091,0.0,0.8939393939393939,0.8787878787878788,0.8863636363636364,0.2878787878787879,0.8611111111111112,36,1567.7045454545455,176.5731818181818,4,5.068181818181818,155643.80303030304
Harbor multi-harness,400,hard,396,0.12373737373737374,16.613636363636363,16.11868686868687,17.0,17.0,2.121212121212121,0.13048737587566275,0.6212121212121212,0.005050505050505051,0.9267676767676768,0.8131313131313131,0.2398989898989899,0.6666666666666666,0.3359375,128,3232.558080808081,306.61883838383835,27,4.946969696969697,208357.90151515152
Harbor multi-harness,400,medium,472,0.3961864406779661,16.656779661016948,16.22669491525424,17.0,17.0,3.7436440677966103,0.22888539848597175,0.7033898305084746,0.0,0.9067796610169492,0.913135593220339,0.5550847457627118,0.7033898305084746,0.5888888888888889,180,2700.843220338983,269.51296610169493,13,5.120762711864407,175150.1843220339
Harbor multi-harness,500,easy,132,0.7272727272727273,14.946969696969697,14.553030303030303,16.0,17.0,6.393939393939394,0.3937819378828737,0.7878787878787878,0.0,0.7424242424242424,0.7803030303030303,0.8787878787878788,0.3560606060606061,0.8888888888888888,36,1651.9015151515152,179.44037878787879,7,5.166666666666667,154823.67424242425
Harbor multi-harness,500,hard,396,0.16414141414141414,16.454545454545453,15.909090909090908,16.0,17.0,2.1565656565656566,0.13296133201641458,0.6035353535353535,0.0,0.8838383838383839,0.8409090909090909,0.2904040404040404,0.7196969696969697,0.3515625,128,3444.967171717172,320.602601010101,23,5.005050505050505,203945.94191919192
Harbor multi-harness,500,medium,472,0.4427966101694915,16.04237288135593,15.595338983050848,16.0,17.0,3.7415254237288136,0.22843953201933537,0.652542372881356,0.0,0.8283898305084746,0.8983050847457628,0.6016949152542372,0.6652542372881356,0.6222222222222222,180,2728.8792372881358,264.19088983050847,35,5.148305084745763,177085.14406779662
Harbor multi-harness,600,easy,132,0.7272727272727273,15.106060606060606,14.659090909090908,16.0,17.0,5.598484848484849,0.3503047828582588,0.7954545454545454,0.0,0.6893939393939394,0.7803030303030303,0.8787878787878788,0.30303030303030304,0.8333333333333334,36,2073.5757575757575,198.59560606060606,7,5.128787878787879,150598.77272727274
Harbor multi-harness,600,hard,396,0.11616161616161616,16.244949494949495,15.55050505050505,16.0,17.0,2.823232323232323,0.1767592715626654,0.75,0.0025252525252525255,0.8282828282828283,0.73989898989899,0.255050505050505,0.5883838383838383,0.3359375,128,3866.5833333333335,324.36267676767676,36,5.0353535353535355,197541.06313131313
Harbor multi-harness,600,medium,472,0.3728813559322034,16.158898305084747,15.588983050847459,16.0,17.0,3.4978813559322033,0.21541417257886272,0.7182203389830508,0.00211864406779661,0.8199152542372882,0.8538135593220338,0.5423728813559322,0.6271186440677966,0.5888888888888889,180,3292.677966101695,285.78447033898306,40,5.2690677966101696,189113.47033898305
Harbor multi-harness,684,easy,132,0.7575757575757576,14.545454545454545,13.931818181818182,16.0,17.0,5.5606060606060606,0.3535762100100336,0.7575757575757576,0.0,0.6515151515151515,0.7348484848484849,0.8560606060606061,0.25757575757575757,0.8333333333333334,36,1858.0984848484848,203.4105303030303,7,4.871212121212121,158956.40151515152
Harbor multi-harness,684,hard,396,0.13131313131313133,15.691919191919192,15.030303030303031,16.0,17.0,3.275252525252525,0.21139097649118524,0.8131313131313131,0.007575757575757576,0.7803030303030303,0.7095959595959596,0.29797979797979796,0.6212121212121212,0.390625,128,3455.123737373737,312.76631313131315,29,4.896464646464646,211740.76515151514
Harbor multi-harness,684,medium,472,0.3580508474576271,15.802966101694915,15.292372881355933,16.0,17.0,4.002118644067797,0.24882787577606083,0.7902542372881356,0.0,0.7648305084745762,0.8813559322033898,0.5635593220338984,0.6080508474576272,0.5722222222222222,180,2715.548728813559,265.1866525423729,29,5.129237288135593,190155.84533898305
Harbor multi-harness,700,easy,132,0.6060606060606061,14.416666666666666,13.856060606060606,16.0,17.0,5.265151515151516,0.33007927591817965,0.7954545454545454,0.022727272727272728,0.6136363636363636,0.6742424242424242,0.7878787878787878,0.2803030303030303,0.8333333333333334,36,1970.878787878788,199.6037878787879,8,4.954545454545454,163062.37121212122
Harbor multi-harness,700,hard,396,0.12121212121212122,15.79040404040404,15.244949494949495,16.0,17.0,3.111111111111111,0.19627702269923633,0.7929292929292929,0.007575757575757576,0.8181818181818182,0.6742424242424242,0.2702020202020202,0.5934343434343434,0.3359375,128,3476.1111111111113,308.2049494949495,24,4.909090909090909,216072.91919191918
Harbor multi-harness,700,medium,472,0.3389830508474576,15.434322033898304,14.896186440677965,16.0,17.0,3.7012711864406778,0.23418002384663258,0.8029661016949152,0.006355932203389831,0.7266949152542372,0.8199152542372882,0.5254237288135594,0.559322033898305,0.55,180,2776.2669491525426,264.39697033898307,30,4.961864406779661,178243.32627118644
Harbor multi-harness,800,easy,132,0.5909090909090909,15.545454545454545,14.795454545454545,16.0,17.0,5.242424242424242,0.32816583854351233,0.8181818181818182,0.007575757575757576,0.6893939393939394,0.7727272727272727,0.7348484848484849,0.32575757575757575,0.7777777777777778,36,2645.75,266.72719696969693,16,5.204545454545454,173656.93181818182
Harbor multi-harness,800,hard,396,0.09595959595959595,16.01010101010101,15.26010101010101,16.0,17.0,3.101010101010101,0.2001530884666615,0.8560606060606061,0.007575757575757576,0.7727272727272727,0.6388888888888888,0.15656565656565657,0.4797979797979798,0.1953125,128,4195.964646464647,353.6538636363636,40,4.7272727272727275,204053.08333333334
Harbor multi-harness,800,medium,472,0.326271186440678,15.96822033898305,15.28177966101695,16.0,17.0,3.722457627118644,0.23435742060787976,0.836864406779661,0.01059322033898305,0.7669491525423728,0.8177966101694916,0.4364406779661017,0.5911016949152542,0.45555555555555555,180,3643.9618644067796,319.04599576271187,51,5.065677966101695,183445.52966101695
Harbor multi-harness,900,easy,132,0.4621212121212121,10.113636363636363,9.090909090909092,8.0,17.0,3.5757575757575757,0.2309408079945302,0.49242424242424243,0.26515151515151514,0.3333333333333333,0.5606060606060606,0.5909090909090909,0.1590909090909091,0.5833333333333334,36,4353.030303030303,268.02113636363634,12,5.151515151515151,168218.24242424243
Harbor multi-harness,900,hard,396,0.10858585858585859,10.63888888888889,9.542929292929292,10.0,17.0,1.904040404040404,0.13378210546646188,0.48737373737373735,0.25252525252525254,0.3813131313131313,0.48484848484848486,0.1691919191919192,0.4065656565656566,0.25,128,5734.916666666667,351.60782828282834,82,4.694444444444445,192182.9116161616
Harbor multi-harness,900,medium,472,0.2605932203389831,10.773305084745763,9.88771186440678,10.5,17.0,2.36228813559322,0.156900177786103,0.4894067796610169,0.2478813559322034,0.4173728813559322,0.6101694915254238,0.3686440677966102,0.3961864406779661,0.36666666666666664,180,5214.561440677966,315.79783898305084,55,5.088983050847458,186332.98093220338
Harbor multi-harness,1000,easy,132,0.42424242424242425,8.946969696969697,7.863636363636363,7.0,16.0,2.7803030303030303,0.21633946057408626,0.5151515151515151,0.20454545454545456,0.19696969696969696,0.5833333333333334,0.6212121212121212,0.21212121212121213,0.5833333333333334,36,4066.7651515151515,234.94992424242423,10,4.151515151515151,128018.90151515152
Harbor multi-harness,1000,hard,396,0.13383838383838384,10.234848484848484,8.977272727272727,9.0,17.0,1.803030303030303,0.1410369605606612,0.5176767676767676,0.2474747474747475,0.3005050505050505,0.5151515151515151,0.23737373737373738,0.41919191919191917,0.2578125,128,5776.79797979798,344.4250757575757,115,4.3232323232323235,165884.72474747474
Harbor multi-harness,1000,medium,472,0.326271186440678,10.351694915254237,9.375,9.0,17.0,2.3792372881355934,0.169109094771335,0.4957627118644068,0.2033898305084746,0.2860169491525424,0.6673728813559322,0.4788135593220339,0.461864406779661,0.4888888888888889,180,5047.576271186441,290.01902542372886,80,4.6440677966101696,150476.43008474575
Native OpenCode,0,easy,132,0.3787878787878788,11.878787878787879,11.409090909090908,11.0,17.0,0.7424242424242424,0.05489180321716207,0.3787878787878788,0.022727272727272728,0.32575757575757575,0.7727272727272727,0.6515151515151515,0.42424242424242425,0.6944444444444444,36,1456.3636363636363,189.78530303030303,108,4.151515151515151,130537.18939393939
Native OpenCode,0,hard,396,0.06060606060606061,15.222222222222221,15.219696969696969,17.0,18.0,0.6262626262626263,0.03914278073038497,0.3484848484848485,0.005050505050505051,0.7222222222222222,0.8207070707070707,0.30808080808080807,0.7070707070707071,0.375,128,3037.590909090909,285.3653787878788,352,4.275252525252525,169716.2095959596
Native OpenCode,0,medium,472,0.18008474576271186,14.114406779661017,13.845338983050848,16.0,17.0,0.6610169491525424,0.04324850105837735,0.3432203389830508,0.006355932203389831,0.6165254237288136,0.8516949152542372,0.4343220338983051,0.684322033898305,0.4388888888888889,180,2670.188559322034,257.00951271186443,370,4.213983050847458,140378.36652542374
Native OpenCode,100,easy,132,0.44696969696969696,10.606060606060606,9.840909090909092,9.0,17.0,0.3409090909090909,0.02672873489261049,0.22727272727272727,0.022727272727272728,0.25757575757575757,0.8863636363636364,0.7803030303030303,0.3560606060606061,0.75,36,1582.1969696969697,112.94318181818181,1,3.5606060606060606,95629.91666666667
Native OpenCode,100,hard,396,0.08080808080808081,14.883838383838384,14.717171717171718,17.0,18.0,0.6085858585858586,0.03662273736687111,0.32575757575757575,0.0025252525252525255,0.6994949494949495,0.8888888888888888,0.35353535353535354,0.7474747474747475,0.3984375,128,3246.669191919192,142.5600505050505,0,4.585858585858586,184907.19444444444
Native OpenCode,100,medium,472,0.2245762711864407,13.788135593220339,13.328389830508474,16.0,17.0,0.4322033898305085,0.02840055160326255,0.2754237288135593,0.00423728813559322,0.5677966101694916,0.9491525423728814,0.5190677966101694,0.7266949152542372,0.5444444444444444,180,2862.802966101695,132.84074152542374,0,4.396186440677966,146513.50211864407
Native OpenCode,200,easy,132,0.5984848484848485,9.727272727272727,8.727272727272727,7.0,16.0,0.2727272727272727,0.020509533544292906,0.16666666666666666,0.015151515151515152,0.1893939393939394,0.9015151515151515,0.9015151515151515,0.3712121212121212,0.8888888888888888,36,1205.1060606060605,104.05166666666666,0,3.5303030303030303,96414.14393939394
Native OpenCode,200,hard,396,0.06565656565656566,14.906565656565656,14.666666666666666,17.0,17.0,0.6464646464646465,0.03929988557064268,0.3055555555555556,0.0025252525252525255,0.7247474747474747,0.9419191919191919,0.35858585858585856,0.8282828282828283,0.3515625,128,3278.257575757576,145.20815656565657,0,4.578282828282828,180455.54292929292
Native OpenCode,200,medium,472,0.2457627118644068,12.595338983050848,12.025423728813559,13.0,17.0,0.461864406779661,0.031698056281479994,0.24152542372881355,0.00211864406779661,0.4576271186440678,0.9661016949152542,0.6101694915254238,0.7033898305084746,0.6666666666666666,180,2361.6228813559323,118.78567796610169,0,4.226694915254237,132614.3029661017
Native OpenCode,300,easy,132,0.5151515151515151,10.219696969696969,9.083333333333334,7.0,17.0,0.5833333333333334,0.0475081013015505,0.30303030303030304,0.0,0.2196969696969697,0.9393939393939394,0.8257575757575758,0.3409090909090909,0.7777777777777778,36,1203.8484848484848,101.6919696969697,0,3.3636363636363638,79576.4696969697
Native OpenCode,300,hard,396,0.06818181818181818,15.330808080808081,15.093434343434344,17.0,17.0,0.5353535353535354,0.03276041565837747,0.30303030303030304,0.0,0.76010101010101,0.952020202020202,0.2828282828282828,0.8080808080808081,0.296875,128,3543.3661616161617,142.15734848484848,3,4.646464646464646,184838.16666666666
Native OpenCode,300,medium,472,0.2563559322033898,13.705508474576272,13.120762711864407,16.0,17.0,0.5190677966101694,0.034250818389192736,0.3156779661016949,0.00211864406779661,0.5677966101694916,0.9703389830508474,0.527542372881356,0.7563559322033898,0.5111111111111111,180,2723.3707627118642,122.8614406779661,3,4.122881355932203,126944.3813559322
Native OpenCode,400,easy,132,0.5909090909090909,10.401515151515152,9.174242424242424,8.0,17.0,0.4696969696969697,0.03480055978384855,0.26515151515151514,0.0,0.26515151515151514,0.9696969696969697,0.8560606060606061,0.49242424242424243,0.8055555555555556,36,1231.7651515151515,100.40598484848485,0,3.492424242424242,70788.75757575757
Native OpenCode,400,hard,396,0.11868686868686869,15.244949494949495,14.883838383838384,17.0,17.0,0.5833333333333334,0.035786410478865216,0.33080808080808083,0.0025252525252525255,0.7348484848484849,0.9494949494949495,0.3207070707070707,0.797979797979798,0.4140625,128,3534.520202020202,130.27315656565656,0,4.590909090909091,161968.89646464647
