run,step,harness,reward,cells,score,model_calls,tool_calls,tool_calls_median,tool_calls_p90,repeats,repeat_fraction,repeat_rollout_fraction,short_tool_fraction,budget_fraction,python_fraction,answer_path_fraction,tool_error_text_fraction,submission_fraction,submission_observations,trainable_tokens,wall_s,retry_cells,training_rows,packed_tokens
Harbor OpenCode-only,200,opencode,1,73,1.0,16.931506849315067,17.28767123287671,17.0,18.0,3.4246575342465753,0.19972833188883488,0.9452054794520548,0.0,0.958904109589041,0.9863013698630136,1.0,0.7123287671232876,1.0,31,3505.2328767123286,307.3135616438356,0,2.9452054794520546,87494.19178082192
Harbor OpenCode-only,300,claude-code,0,174,0.0,15.879310344827585,17.166666666666668,17.0,20.0,0.8735632183908046,0.05466958958801767,0.3505747126436782,0.017241379310344827,0.8735632183908046,0.9367816091954023,0.1839080459770115,0.8160919540229885,0.17307692307692307,52,4942.620689655172,354.0668390804598,0,15.862068965517242,642441.3448275862
Harbor OpenCode-only,300,claude-code,1,76,1.0,15.56578947368421,15.697368421052632,17.0,18.0,3.5,0.21566024229785025,0.8552631578947368,0.0,0.6842105263157895,0.9736842105263158,1.0,0.618421052631579,1.0,34,3338.1973684210525,266.93618421052633,0,15.56578947368421,627374.9736842106
Harbor OpenCode-only,300,codex,0,170,0.0,16.58823529411765,18.641176470588235,18.0,21.0,1.3058823529411765,0.07170575137739442,0.5,0.0,0.9176470588235294,0.9705882352941176,0.2647058823529412,0.8117647058823529,0.20754716981132076,53,4100.770588235294,347.1957058823529,2,1.0823529411764705,20818.035294117646
Harbor OpenCode-only,300,codex,1,80,1.0,15.6125,16.725,18.0,19.10000000000001,3.8375,0.2269799343892635,0.9,0.0,0.7625,0.9875,1.0,0.55,1.0,33,2855.5,258.10875,0,1.0875,15337.0875
Harbor OpenCode-only,300,mini-swe-agent,0,191,0.0,16.79581151832461,16.774869109947645,17.0,17.0,0.5287958115183246,0.031608664408171644,0.36649214659685864,0.0,0.9581151832460733,0.9842931937172775,0.12041884816753927,0.7225130890052356,0.1111111111111111,63,2663.8743455497383,258.0570680628272,0,1.0628272251308901,15376.921465968586
Harbor OpenCode-only,300,mini-swe-agent,1,59,1.0,14.305084745762711,14.186440677966102,15.0,17.0,1.0508474576271187,0.06889185922087218,0.576271186440678,0.0,0.3898305084745763,0.9830508474576272,1.0,0.3728813559322034,1.0,23,1791.2203389830509,199.445593220339,1,1.11864406779661,11134.694915254237
Harbor OpenCode-only,300,opencode,0,180,0.0,16.383333333333333,20.872222222222224,19.0,25.0,1.4111111111111112,0.07390547982431366,0.5944444444444444,0.0,0.9333333333333333,0.9722222222222222,0.2,0.7555555555555555,0.12280701754385964,57,3246.2555555555555,306.0449444444444,1,2.6277777777777778,91514.25
Harbor OpenCode-only,300,opencode,1,70,1.0,16.985714285714284,21.614285714285714,19.0,21.0,3.857142857142857,0.1977509219831057,0.9428571428571428,0.0,0.9857142857142858,1.0,1.0,0.45714285714285713,1.0,29,2058.8142857142857,228.83585714285715,0,2.7285714285714286,81825.54285714286
Harbor OpenCode-only,400,claude-code,0,166,0.0,16.066265060240966,17.746987951807228,17.0,21.0,1.2650602409638554,0.07470659022909078,0.4819277108433735,0.012048192771084338,0.8855421686746988,0.9457831325301205,0.26506024096385544,0.8072289156626506,0.2545454545454545,55,4236.331325301205,320.7774096385542,1,16.06024096385542,647455.2710843374
Harbor OpenCode-only,400,claude-code,1,84,1.0,15.738095238095237,16.25,17.0,18.700000000000003,4.119047619047619,0.2448144456838066,0.9166666666666666,0.0,0.7738095238095238,0.9880952380952381,1.0,0.5833333333333334,1.0,31,2658.0238095238096,224.13857142857142,0,15.738095238095237,555745.4642857143
Harbor OpenCode-only,400,codex,0,167,0.0,16.538922155688624,19.904191616766468,19.0,27.400000000000006,1.4610778443113772,0.07713188883852998,0.5568862275449101,0.0,0.8982035928143712,0.9760479041916168,0.25149700598802394,0.7485029940119761,0.24074074074074073,54,3711.1616766467064,333.80592814371255,1,1.0718562874251496,20052.305389221558
Harbor OpenCode-only,400,codex,1,83,1.0,15.493975903614459,16.734939759036145,18.0,19.799999999999997,4.602409638554217,0.26760916490764675,0.9036144578313253,0.0,0.7228915662650602,0.9879518072289156,1.0,0.4819277108433735,1.0,32,2288.012048192771,232.95409638554216,0,1.072289156626506,14283.638554216868
Harbor OpenCode-only,400,mini-swe-agent,0,178,0.0,16.3876404494382,16.382022471910112,17.0,17.0,0.47191011235955055,0.02903264301975472,0.3595505617977528,0.0,0.898876404494382,0.9887640449438202,0.19662921348314608,0.6741573033707865,0.18867924528301888,53,2280.5955056179773,247.88219101123596,2,1.146067415730337,15718.421348314607
Harbor OpenCode-only,400,mini-swe-agent,1,72,1.0,13.777777777777779,13.777777777777779,16.0,17.0,1.0555555555555556,0.06929596365870877,0.5138888888888888,0.0,0.4722222222222222,0.9861111111111112,1.0,0.4166666666666667,1.0,33,1478.0,192.63111111111112,0,1.0555555555555556,8469.972222222223
Harbor OpenCode-only,400,opencode,0,161,0.0,16.788819875776397,22.124223602484474,19.0,27.0,1.813664596273292,0.06485506419447218,0.515527950310559,0.0,0.9751552795031055,1.0,0.2670807453416149,0.8571428571428571,0.22448979591836735,49,3299.44099378882,331.341552795031,1,2.8260869565217392,97048.1552795031
Harbor OpenCode-only,400,opencode,1,89,1.0,17.0,18.808988764044944,18.0,20.0,4.404494382022472,0.2348597243674991,0.9887640449438202,0.0,1.0,1.0,1.0,0.3707865168539326,1.0,37,1655.0449438202247,197.67393258426966,0,2.797752808988764,80084.84269662922
Harbor OpenCode-only,500,claude-code,0,169,0.0,16.11242603550296,16.928994082840237,17.0,19.0,0.8284023668639053,0.0499699922790218,0.378698224852071,0.011834319526627219,0.8757396449704142,0.9644970414201184,0.25443786982248523,0.8579881656804734,0.25925925925925924,54,5185.940828402367,362.2280473372781,0,16.100591715976332,669836.5739644971
Harbor OpenCode-only,500,claude-code,1,81,1.0,14.432098765432098,14.160493827160494,16.0,17.0,3.1604938271604937,0.2152625958195847,0.9259259259259259,0.0,0.5308641975308642,1.0,1.0,0.6172839506172839,1.0,32,3027.5061728395062,233.48000000000002,2,14.432098765432098,477063.5802469136
Harbor OpenCode-only,500,codex,0,157,0.0,16.401273885350317,18.133757961783438,18.0,21.400000000000006,1.1656050955414012,0.06638657863160223,0.4585987261146497,0.0,0.9044585987261147,0.9936305732484076,0.24203821656050956,0.8089171974522293,0.24489795918367346,49,4227.649681528663,359.2949681528662,0,1.1401273885350318,21509.375796178345
Harbor OpenCode-only,500,codex,1,93,1.0,14.698924731182796,15.526881720430108,17.0,19.0,3.795698924731183,0.2327852632182004,0.8924731182795699,0.0,0.6344086021505376,1.0,1.0,0.44086021505376344,1.0,37,2390.569892473118,230.48698924731184,2,1.118279569892473,15590.408602150537
Harbor OpenCode-only,500,mini-swe-agent,0,176,0.0,16.619318181818183,16.613636363636363,17.0,17.0,0.35795454545454547,0.021529206088029617,0.29545454545454547,0.0,0.9147727272727273,0.9886363636363636,0.14204545454545456,0.7045454545454546,0.12962962962962962,54,2710.3125,259.2145454545455,0,1.1193181818181819,15618.602272727272
Harbor OpenCode-only,500,mini-swe-agent,1,74,1.0,13.554054054054054,13.486486486486486,14.0,17.0,0.7162162162162162,0.05137244181361828,0.44594594594594594,0.0,0.35135135135135137,1.0,1.0,0.4594594594594595,1.0,32,1930.945945945946,205.82716216216218,1,1.135135135135135,10034.378378378378
Harbor OpenCode-only,500,opencode,0,168,0.0,16.613095238095237,18.00595238095238,18.0,20.0,0.9702380952380952,0.05309178575358532,0.3630952380952381,0.0,0.9583333333333334,1.0,0.34523809523809523,0.7797619047619048,0.23636363636363636,55,3617.5476190476193,328.1172619047619,0,2.6488095238095237,91067.48809523809
Harbor OpenCode-only,500,opencode,1,82,1.0,17.0,17.902439024390244,17.0,18.900000000000006,4.341463414634147,0.2453191811871869,0.9878048780487805,0.0,1.0,1.0,1.0,0.4024390243902439,1.0,31,2132.5,219.74402439024388,0,2.7804878048780486,75945.76829268293
Harbor OpenCode-only,600,claude-code,0,172,0.0,15.965116279069768,16.906976744186046,17.0,20.0,1.3604651162790697,0.08308600729175007,0.5116279069767442,0.0,0.8197674418604651,0.9244186046511628,0.4069767441860465,0.7558139534883721,0.39622641509433965,53,4603.308139534884,329.1661046511628,0,15.953488372093023,650861.6569767442
Harbor OpenCode-only,600,claude-code,1,78,1.0,14.346153846153847,14.41025641025641,17.0,18.0,3.730769230769231,0.23831576605897872,0.8461538461538461,0.0,0.5128205128205128,0.9871794871794872,1.0,0.5,1.0,33,2552.0384615384614,208.44666666666666,0,14.346153846153847,467105.89743589744
Harbor OpenCode-only,600,codex,0,164,0.0,16.414634146341463,18.664634146341463,18.0,22.0,1.8048780487804879,0.09961361347511631,0.573170731707317,0.0,0.8841463414634146,0.9878048780487805,0.3475609756097561,0.7134146341463414,0.2641509433962264,53,3480.298780487805,326.8166463414634,0,1.2073170731707317,20979.896341463416
Harbor OpenCode-only,600,codex,1,86,1.0,14.755813953488373,15.593023255813954,17.0,19.0,4.162790697674419,0.25005012372488433,0.872093023255814,0.0,0.6162790697674418,0.9883720930232558,1.0,0.37209302325581395,1.0,33,2126.860465116279,220.38697674418603,0,1.1511627906976745,14420.883720930233
Harbor OpenCode-only,600,mini-swe-agent,0,173,0.0,16.404624277456648,16.404624277456648,17.0,17.0,0.36416184971098264,0.022052389410430893,0.27167630057803466,0.0,0.861271676300578,0.9710982658959537,0.19653179190751446,0.6705202312138728,0.21428571428571427,56,1886.8612716763005,262.41884393063583,0,1.4508670520231215,21945.52023121387
Harbor OpenCode-only,600,mini-swe-agent,1,77,1.0,12.506493506493506,12.493506493506494,12.0,17.0,0.7792207792207793,0.06087652954133996,0.5584415584415584,0.0,0.22077922077922077,0.987012987012987,1.0,0.4155844155844156,1.0,30,1058.3506493506493,189.78844155844155,0,1.3116883116883118,10079.974025974027
Harbor OpenCode-only,600,opencode,0,161,0.0,16.70186335403727,19.453416149068325,19.0,22.0,1.6583850931677018,0.08749843522181466,0.515527950310559,0.0,0.9627329192546584,0.9813664596273292,0.35403726708074534,0.8012422360248447,0.3076923076923077,52,2257.472049689441,318.1972049689441,1,3.0683229813664594,124388.36645962733
Harbor OpenCode-only,600,opencode,1,89,1.0,16.84269662921348,18.202247191011235,18.0,19.0,5.550561797752809,0.3068027400914311,1.0,0.0,0.9550561797752809,0.9887640449438202,1.0,0.38202247191011235,1.0,34,1404.6966292134832,217.18235955056178,0,2.3707865168539324,63050.29213483146
Harbor OpenCode-only,700,claude-code,0,134,0.0,14.955223880597014,16.32089552238806,17.0,20.700000000000003,1.6940298507462686,0.10036111108362263,0.5597014925373134,0.007462686567164179,0.6865671641791045,0.9776119402985075,0.4701492537313433,0.7910447761194029,0.43902439024390244,41,5475.335820895522,346.01283582089553,0,14.940298507462687,589280.671641791
Harbor OpenCode-only,700,claude-code,1,116,1.0,12.129310344827585,12.198275862068966,12.0,18.0,2.3879310344827585,0.17583457980343323,0.7241379310344828,0.0,0.25,1.0,1.0,0.5775862068965517,1.0,45,3157.7844827586205,218.82741379310343,0,12.129310344827585,408917.0775862069
Harbor OpenCode-only,700,codex,0,157,0.0,14.859872611464969,18.910828025477706,19.0,25.400000000000006,1.5923566878980893,0.08045271972899054,0.5668789808917197,0.0,0.6624203821656051,0.9808917197452229,0.42038216560509556,0.7133757961783439,0.46938775510204084,49,3415.5732484076434,328.84222929936305,1,1.6305732484076434,26271.261146496814
Harbor OpenCode-only,700,codex,1,93,1.0,11.010752688172044,12.53763440860215,12.0,19.0,2.075268817204301,0.14050325778161113,0.6666666666666666,0.0,0.13978494623655913,0.989247311827957,1.0,0.40860215053763443,1.0,37,1504.4408602150538,171.7011827956989,0,1.2365591397849462,13730.827956989247
Harbor OpenCode-only,700,mini-swe-agent,0,164,0.0,16.5,16.682926829268293,17.0,17.0,0.4573170731707317,0.026926464246577145,0.3170731707317073,0.0,0.8719512195121951,0.9878048780487805,0.27439024390243905,0.7682926829268293,0.3137254901960784,51,2083.548780487805,280.42603658536586,2,2.9207317073170733,37507.32317073171
Harbor OpenCode-only,700,mini-swe-agent,1,86,1.0,12.906976744186046,12.872093023255815,13.0,17.0,0.7325581395348837,0.055088845203324285,0.47674418604651164,0.0,0.3023255813953488,1.0,1.0,0.36046511627906974,1.0,35,1219.7906976744187,190.23116279069765,0,1.7790697674418605,13905.96511627907
Harbor OpenCode-only,700,opencode,0,150,0.0,16.053333333333335,21.273333333333333,20.0,27.0,3.4066666666666667,0.1529009440988349,0.8333333333333334,0.0,0.7866666666666666,0.98,0.4866666666666667,0.7866666666666666,0.5208333333333334,48,3196.12,342.27186666666665,0,5.54,238433.54
Harbor OpenCode-only,700,opencode,1,100,1.0,14.59,18.49,17.0,24.0,4.96,0.28931035334167915,1.0,0.0,0.39,0.97,1.0,0.47,1.0,38,2071.08,233.6001,1,3.72,118031.58
Harbor OpenCode-only,800,claude-code,0,153,0.0,14.18954248366013,14.30718954248366,17.0,18.0,0.9281045751633987,0.060710275289534106,0.46405228758169936,0.0,0.5620915032679739,0.8954248366013072,0.46405228758169936,0.7320261437908496,0.5686274509803921,51,5360.098039215686,321.1671895424837,3,14.169934640522875,530368.8692810457
Harbor OpenCode-only,800,claude-code,1,97,1.0,10.484536082474227,9.876288659793815,9.0,16.400000000000006,1.0515463917525774,0.08964026231907883,0.41237113402061853,0.0,0.1134020618556701,0.9587628865979382,1.0,0.5154639175257731,1.0,35,3721.453608247423,237.73979381443297,1,10.484536082474227,387168.4639175258
Harbor OpenCode-only,800,codex,0,161,0.0,14.503105590062113,15.322981366459627,17.0,19.0,1.0683229813664596,0.06989377183399643,0.5403726708074534,0.006211180124223602,0.5652173913043478,0.9503105590062112,0.35403726708074534,0.7267080745341615,0.4230769230769231,52,2914.1801242236024,298.87801242236026,2,1.9565217391304348,30247.006211180124
Harbor OpenCode-only,800,codex,1,89,1.0,12.101123595505618,12.146067415730338,12.0,17.0,1.3595505617977528,0.09805768759790048,0.5842696629213483,0.0,0.19101123595505617,0.9775280898876404,1.0,0.42696629213483145,1.0,34,1768.7078651685392,201.70280898876405,2,1.1797752808988764,14081.573033707866
Harbor OpenCode-only,800,mini-swe-agent,0,171,0.0,16.608187134502923,16.4093567251462,17.0,17.0,0.6257309941520468,0.03928024446600298,0.3684210526315789,0.0,0.9064327485380117,0.9766081871345029,0.2807017543859649,0.7368421052631579,0.2962962962962963,54,2913.12865497076,264.1375438596491,1,5.514619883040936,63107.6432748538
Harbor OpenCode-only,800,mini-swe-agent,1,79,1.0,14.443037974683545,13.215189873417721,13.0,17.0,1.0506329113924051,0.07818177726964026,0.5822784810126582,0.0,0.379746835443038,1.0,1.0,0.27848101265822783,1.0,32,1223.0759493670887,187.66430379746834,2,2.3797468354430378,16477.354430379746
Harbor OpenCode-only,800,opencode,0,184,0.0,13.434782608695652,14.065217391304348,17.0,18.0,1.125,0.09618213972391856,0.6793478260869565,0.05434782608695652,0.6086956521739131,0.7934782608695652,0.3695652173913043,0.6141304347826086,0.3114754098360656,61,4090.092391304348,322.4482065217391,7,6.559782608695652,274310.0706521739
Harbor OpenCode-only,800,opencode,1,66,1.0,12.681818181818182,12.681818181818182,12.0,17.0,2.1363636363636362,0.1705536936820359,1.0,0.0,0.16666666666666666,0.9545454545454546,1.0,0.36363636363636365,1.0,25,1674.1818181818182,221.4387878787879,2,3.409090909090909,102458.86363636363
Harbor OpenCode-only,900,claude-code,0,162,0.0,15.024691358024691,16.179012345679013,17.0,20.0,1.1049382716049383,0.06768826268428678,0.5185185185185185,0.006172839506172839,0.7345679012345679,0.9135802469135802,0.25308641975308643,0.8271604938271605,0.24,50,5573.407407407408,365.2506790123457,0,15.006172839506172,562142.2160493827
Harbor OpenCode-only,900,claude-code,1,88,1.0,11.534090909090908,11.147727272727273,11.0,17.0,1.7272727272727273,0.1376910941460266,0.6590909090909091,0.0,0.11363636363636363,0.9545454545454546,1.0,0.45454545454545453,1.0,36,3369.9545454545455,247.765,0,11.534090909090908,413111.1022727273
Harbor OpenCode-only,900,codex,0,182,0.0,14.95054945054945,17.516483516483518,18.0,23.0,1.5384615384615385,0.08547364529253798,0.6208791208791209,0.0,0.6428571428571429,0.9230769230769231,0.2857142857142857,0.6758241758241759,0.26229508196721313,61,3011.0604395604396,326.71725274725276,0,2.291208791208791,37625.153846153844
Harbor OpenCode-only,900,codex,1,68,1.0,12.161764705882353,13.161764705882353,13.0,17.300000000000004,1.5147058823529411,0.10776092501814138,0.6470588235294118,0.0,0.10294117647058823,0.9852941176470589,1.0,0.5147058823529411,1.0,25,1981.5,242.2825,0,1.2794117647058822,16128.985294117647
Harbor OpenCode-only,900,mini-swe-agent,0,185,0.0,16.935135135135134,16.72972972972973,17.0,17.0,0.8216216216216217,0.05056493321199204,0.4702702702702703,0.0,0.9783783783783784,0.9783783783783784,0.15135135135135136,0.7351351351351352,0.18032786885245902,61,2656.8,276.98718918918917,2,4.762162162162162,71131.2054054054
Harbor OpenCode-only,900,mini-swe-agent,1,65,1.0,16.23076923076923,14.36923076923077,15.0,17.0,1.5692307692307692,0.11439487360301841,0.8153846153846154,0.0,0.7846153846153846,1.0,1.0,0.47692307692307695,1.0,25,1252.923076923077,225.94923076923075,0,2.769230769230769,29392.076923076922
Harbor OpenCode-only,900,opencode,0,175,0.0,13.725714285714286,18.914285714285715,20.0,26.0,3.222857142857143,0.2060761657218522,0.9485714285714286,0.0,0.6342857142857142,0.8457142857142858,0.7542857142857143,0.6457142857142857,0.07142857142857142,56,3102.0057142857145,292.66497142857145,1,5.228571428571429,276230.77714285714
Harbor OpenCode-only,900,opencode,1,75,1.0,13.866666666666667,17.2,18.0,21.0,4.72,0.28722407543150574,1.0,0.0,0.21333333333333335,0.88,1.0,0.49333333333333335,1.0,30,1837.0133333333333,257.4232,0,2.5733333333333333,90841.49333333333
Harbor OpenCode-only,1000,claude-code,0,173,0.0,15.398843930635838,21.14450867052023,21.0,29.0,2.959537572254335,0.1300178697767679,0.7456647398843931,0.0,0.7687861271676301,0.8901734104046243,0.3583815028901734,0.815028901734104,0.21818181818181817,55,5566.254335260116,360.69156069364163,0,15.393063583815028,603630.0173410404
Harbor OpenCode-only,1000,claude-code,1,77,1.0,11.779220779220779,13.818181818181818,14.0,20.0,1.6753246753246753,0.10423260463154578,0.6233766233766234,0.0,0.18181818181818182,0.948051948051948,1.0,0.5974025974025974,1.0,31,3435.3636363636365,248.8414285714286,0,11.779220779220779,418759.83116883115
Harbor OpenCode-only,1000,codex,0,169,0.0,15.0,22.159763313609467,21.0,33.20000000000002,3.2071005917159763,0.1257243878254321,0.7928994082840237,0.0,0.6627218934911243,0.9585798816568047,0.1834319526627219,0.7100591715976331,0.20754716981132076,53,3303.2544378698226,331.3844970414201,0,2.42603550295858,41973.36686390533
Harbor OpenCode-only,1000,codex,1,81,1.0,12.419753086419753,16.703703703703702,17.0,24.0,2.6419753086419755,0.13168325582668605,0.7530864197530864,0.0,0.24691358024691357,0.9259259259259259,1.0,0.6172839506172839,1.0,33,2142.456790123457,246.69432098765435,0,1.5308641975308641,23130.345679012345
Harbor OpenCode-only,1000,mini-swe-agent,0,199,0.0,16.949748743718594,19.246231155778894,17.0,25.0,1.849246231155779,0.0862166297164493,0.6582914572864321,0.0,0.9849246231155779,0.9547738693467337,0.10552763819095477,0.7236180904522613,0.08695652173913043,69,2559.618090452261,246.21407035175878,0,2.030150753768844,39199.25125628141
Harbor OpenCode-only,1000,mini-swe-agent,1,51,1.0,16.470588235294116,17.0,16.0,22.0,2.0,0.11829921708417217,0.8235294117647058,0.0,0.8431372549019608,0.9411764705882353,1.0,0.45098039215686275,1.0,17,2065.1176470588234,244.17235294117648,0,2.627450980392157,37254.705882352944
Harbor OpenCode-only,1000,opencode,0,195,0.0,16.148717948717948,26.92820512820513,27.0,35.599999999999994,4.569230769230769,0.15155612586225803,0.8512820512820513,0.0,0.8564102564102564,0.9743589743589743,0.9435897435897436,0.8,0.0967741935483871,62,3554.9128205128204,314.7382051282051,2,3.0358974358974358,116502.93846153846
Harbor OpenCode-only,1000,opencode,1,55,1.0,14.49090909090909,21.78181818181818,22.0,28.0,4.8545454545454545,0.2076344353123434,1.0,0.0,0.3090909090909091,0.9636363636363636,1.0,0.5818181818181818,1.0,24,2474.909090909091,239.53581818181817,0,2.690909090909091,81047.5090909091
